time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Ended_episodes,3_months_or_less,3_months_or_less_percent,more_than_3_months_6_months,more_than_3_months_6_months_percent,more_than_6_months_less_than_1_year,more_than_6_months_less_than_1_year_percent,1_year_less_than_2_years,1_year_less_than_2_years_percent,2years+,2years+_percent
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Duration of ended episode,1611,704,43.7,207,12.8,302,18.7,215,13.3,183,11.4
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Duration of ended episode,1296,494,38.1,295,22.8,170,13.1,157,12.1,180,13.9
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Duration of ended episode,1580,673,42.6,252,15.9,214,13.5,232,14.7,209,13.2
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Duration of ended episode,3500,2031,58,682,19.5,388,11.1,240,6.9,159,4.5
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Duration of ended episode,1634,847,51.8,291,17.8,213,13,181,11.1,102,6.2
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Duration of ended episode,1574,523,33.2,290,18.4,358,22.7,222,14.1,181,11.5
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Duration of ended episode,1713,591,34.5,289,16.9,375,21.9,261,15.2,197,11.5
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,942,E06000063,Cumberland,Duration of ended episode,1305,376,28.8,259,19.8,265,20.3,220,16.9,185,14.2
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Duration of ended episode,922,366,39.7,131,14.2,155,16.8,152,16.5,118,12.8
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Duration of ended episode,826,349,42.3,132,16,148,17.9,104,12.6,93,11.3
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Duration of ended episode,4086,2010,49.2,305,7.5,544,13.3,596,14.6,631,15.4
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Duration of ended episode,2193,825,37.6,499,22.8,243,11.1,198,9,428,19.5
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Duration of ended episode,4934,2688,54.5,949,19.2,525,10.6,410,8.3,362,7.3
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Duration of ended episode,4331,2526,58.3,920,21.2,379,8.8,264,6.1,242,5.6
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Duration of ended episode,3035,1475,48.6,647,21.3,395,13,306,10.1,212,7
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Duration of ended episode,2087,956,45.8,437,20.9,280,13.4,226,10.8,188,9
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Duration of ended episode,2065,856,41.5,366,17.7,327,15.8,280,13.6,236,11.4
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Duration of ended episode,1207,326,27,240,19.9,242,20,212,17.6,187,15.5
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Duration of ended episode,2096,956,45.6,398,19,361,17.2,225,10.7,156,7.4
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Duration of ended episode,1606,525,32.7,326,20.3,208,13,275,17.1,272,16.9
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Duration of ended episode,1269,480,37.8,221,17.4,251,19.8,210,16.5,107,8.4
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Duration of ended episode,1364,356,26.1,383,28.1,268,19.6,223,16.3,134,9.8
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,Duration of ended episode,707,182,25.7,140,19.8,165,23.3,130,18.4,90,12.7
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Duration of ended episode,2917,1407,48.2,520,17.8,404,13.8,371,12.7,215,7.4
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Duration of ended episode,2036,813,39.9,419,20.6,350,17.2,225,11.1,229,11.2
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Duration of ended episode,1721,659,38.3,279,16.2,364,21.2,237,13.8,182,10.6
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Duration of ended episode,5694,2610,45.8,885,15.5,878,15.4,688,12.1,633,11.1
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Duration of ended episode,1508,956,63.4,106,7,185,12.3,149,9.9,112,7.4
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Duration of ended episode,1663,514,30.9,320,19.2,347,20.9,315,18.9,167,10
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Duration of ended episode,1683,730,43.4,332,19.7,302,17.9,194,11.5,125,7.4
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Duration of ended episode,3087,1202,38.9,516,16.7,561,18.2,419,13.6,389,12.6
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Duration of ended episode,2997,1464,48.8,595,19.9,464,15.5,269,9,205,6.8
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Duration of ended episode,3249,979,30.1,724,22.3,688,21.2,448,13.8,410,12.6
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Duration of ended episode,1547,604,39,294,19,260,16.8,198,12.8,191,12.3
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Duration of ended episode,715,165,23.1,93,13,204,28.5,154,21.5,99,13.8
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,Duration of ended episode,4265,2584,60.6,669,15.7,540,12.7,239,5.6,233,5.5
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Duration of ended episode,1578,356,22.6,197,12.5,442,28,348,22.1,235,14.9
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Duration of ended episode,4736,1730,36.5,1265,26.7,830,17.5,461,9.7,450,9.5
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Duration of ended episode,2191,914,41.7,361,16.5,360,16.4,354,16.2,202,9.2
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Duration of ended episode,713,280,39.3,111,15.6,148,20.8,95,13.3,79,11.1
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Duration of ended episode,2564,1441,56.2,327,12.8,301,11.7,280,10.9,215,8.4
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Duration of ended episode,6614,3182,48.1,989,15,1255,19,715,10.8,473,7.2
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration of ended episode,1326,418,31.5,191,14.4,329,24.8,252,19,136,10.3
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Duration of ended episode,2519,1038,41.2,307,12.2,479,19,413,16.4,282,11.2
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration of ended episode,4831,2517,52.1,1033,21.4,644,13.3,380,7.9,257,5.3
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Duration of ended episode,2216,858,38.7,351,15.8,457,20.6,314,14.2,236,10.6
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration of ended episode,1733,562,32.4,180,10.4,392,22.6,323,18.6,276,15.9
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration of ended episode,2991,701,23.4,635,21.2,807,27,503,16.8,345,11.5
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration of ended episode,102,32,31.4,15,14.7,22,21.6,23,22.5,10,9.8
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Duration of ended episode,2264,828,36.6,286,12.6,463,20.5,345,15.2,342,15.1
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Duration of ended episode,6899,3188,46.2,770,11.2,1275,18.5,964,14,702,10.2
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Duration of ended episode,2942,977,33.2,450,15.3,713,24.2,385,13.1,417,14.2
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Duration of ended episode,2021,965,47.7,414,20.5,241,11.9,198,9.8,203,10
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Duration of ended episode,1438,355,24.7,101,7,152,10.6,432,30,398,27.7
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Duration of ended episode,3092,1903,61.5,371,12,393,12.7,208,6.7,217,7
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Duration of ended episode,1132,565,49.9,130,11.5,142,12.5,147,13,148,13.1
