time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,At31_episodes,3_months_or_less,3_months_or_less_percent,more_than_3_months_6_months,more_than_3_months_6_months_percent,more_than_6_months_less_than_1_year,more_than_6_months_less_than_1_year_percent,1_year_less_than_2_years,1_year_less_than_2_years_percent,2years+,2years+_percent
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Duration of open episode,2324,680,29.3,265,11.4,379,16.3,299,12.9,701,30.2
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Duration of open episode,1523,396,26,262,17.2,218,14.3,151,9.9,496,32.6
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Duration of open episode,1773,278,15.7,137,7.7,213,12,312,17.6,833,47
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Duration of open episode,1914,478,25,158,8.3,282,14.7,348,18.2,648,33.9
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Duration of open episode,1482,412,27.8,155,10.5,218,14.7,189,12.8,508,34.3
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Duration of open episode,2128,481,22.6,165,7.8,293,13.8,298,14,891,41.9
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Duration of open episode,2506,743,29.6,245,9.8,405,16.2,336,13.4,777,31
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,942,E06000063,Cumberland,Duration of open episode,1771,436,24.6,184,10.4,292,16.5,233,13.2,626,35.3
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Duration of open episode,1118,312,27.9,79,7.1,155,13.9,223,19.9,349,31.2
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Duration of open episode,1286,214,16.6,102,7.9,200,15.6,203,15.8,567,44.1
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Duration of open episode,7790,1135,14.6,463,5.9,616,7.9,958,12.3,4618,59.3
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Duration of open episode,5120,1448,28.3,686,13.4,474,9.3,397,7.8,2115,41.3
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Duration of open episode,5600,1192,21.3,516,9.2,599,10.7,726,13,2567,45.8
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Duration of open episode,2828,839,29.7,412,14.6,409,14.5,428,15.1,740,26.2
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Duration of open episode,2625,393,15,184,7,411,15.7,527,20.1,1110,42.3
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Duration of open episode,2659,826,31.1,249,9.4,323,12.1,420,15.8,841,31.6
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Duration of open episode,2443,645,26.4,250,10.2,250,10.2,379,15.5,919,37.6
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Duration of open episode,1660,393,23.7,204,12.3,222,13.4,263,15.8,578,34.8
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Duration of open episode,2455,607,24.7,263,10.7,366,14.9,364,14.8,855,34.8
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Duration of open episode,2500,768,30.7,310,12.4,279,11.2,235,9.4,908,36.3
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Duration of open episode,1460,334,22.9,157,10.8,191,13.1,255,17.5,523,35.8
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Duration of open episode,1452,435,30,171,11.8,204,14,196,13.5,446,30.7
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,Duration of open episode,1195,344,28.8,143,12,160,13.4,161,13.5,387,32.4
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Duration of open episode,2606,666,25.6,241,9.2,366,14,445,17.1,888,34.1
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Duration of open episode,2794,757,27.1,239,8.6,374,13.4,342,12.2,1082,38.7
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Duration of open episode,1804,619,34.3,237,13.1,301,16.7,257,14.2,390,21.6
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Duration of open episode,5384,1356,25.2,413,7.7,705,13.1,885,16.4,2025,37.6
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Duration of open episode,1609,407,25.3,173,10.8,211,13.1,223,13.9,595,37
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Duration of open episode,2258,751,33.3,266,11.8,360,15.9,334,14.8,547,24.2
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Duration of open episode,1731,433,25,222,12.8,305,17.6,302,17.4,469,27.1
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Duration of open episode,3303,907,27.5,386,11.7,551,16.7,428,13,1031,31.2
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Duration of open episode,2181,497,22.8,286,13.1,331,15.2,299,13.7,768,35.2
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Duration of open episode,5789,1641,28.3,760,13.1,662,11.4,756,13.1,1970,34
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Duration of open episode,1856,422,22.7,156,8.4,254,13.7,240,12.9,784,42.2
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Duration of open episode,1031,257,24.9,152,14.7,152,14.7,159,15.4,311,30.2
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,Duration of open episode,3398,1071,31.5,401,11.8,424,12.5,441,13,1061,31.2
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Duration of open episode,1818,527,29,161,8.9,259,14.2,256,14.1,615,33.8
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Duration of open episode,4002,1009,25.2,568,14.2,655,16.4,639,16,1131,28.3
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Duration of open episode,2459,619,25.2,292,11.9,387,15.7,413,16.8,748,30.4
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Duration of open episode,1089,260,23.9,123,11.3,158,14.5,131,12,417,38.3
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Duration of open episode,2265,680,30,192,8.5,303,13.4,286,12.6,804,35.5
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Duration of open episode,5330,1532,28.7,711,13.3,961,18,776,14.6,1350,25.3
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Duration of open episode,2113,484,22.9,233,11,326,15.4,337,15.9,733,34.7
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Duration of open episode,3359,1414,42.1,338,10.1,397,11.8,403,12,807,24
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Duration of open episode,3678,1162,31.6,432,11.7,487,13.2,457,12.4,1140,31
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Duration of open episode,2221,501,22.6,338,15.2,354,15.9,309,13.9,719,32.4
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Duration of open episode,2374,439,18.5,162,6.8,303,12.8,417,17.6,1053,44.4
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Duration of open episode,4173,905,21.7,535,12.8,640,15.3,627,15,1466,35.1
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Duration of open episode,163,35,21.5,17,10.4,20,12.3,27,16.6,64,39.3
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Duration of open episode,2657,537,20.2,324,12.2,399,15,435,16.4,962,36.2
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Duration of open episode,9209,2637,28.6,939,10.2,1211,13.2,1167,12.7,3255,35.3
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Duration of open episode,3597,919,25.5,398,11.1,497,13.8,542,15.1,1241,34.5
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Duration of open episode,2215,570,25.7,223,10.1,222,10,224,10.1,976,44.1
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Duration of open episode,1587,116,7.3,80,5,151,9.5,300,18.9,940,59.2
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Duration of open episode,2898,737,25.4,312,10.8,348,12,349,12,1152,39.8
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Duration of open episode,2155,336,15.6,137,6.4,221,10.3,373,17.3,1088,50.5
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Duration of open episode,2150,670,31.2,155,7.2,241,11.2,270,12.6,814,37.9
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Duration of open episode,5237,1035,19.8,430,8.2,684,13.1,864,16.5,2224,42.5
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Duration of open episode,3438,764,22.2,378,11,427,12.4,511,14.9,1358,39.5
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Duration of open episode,1503,250,16.6,121,8.1,207,13.8,254,16.9,671,44.6
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Duration of open episode,2483,494,19.9,185,7.5,339,13.7,342,13.8,1123,45.2
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Duration of open episode,4003,1146,28.6,550,13.7,599,15,523,13.1,1185,29.6
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Duration of open episode,2239,420,18.8,225,10,297,13.3,289,12.9,1008,45
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Duration of open episode,3841,841,21.9,433,11.3,467,12.2,579,15.1,1521,39.6
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Duration of open episode,1307,243,18.6,89,6.8,152,11.6,228,17.4,595,45.5
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Duration of open episode,3236,1235,38.2,327,10.1,382,11.8,393,12.1,899,27.8
